ISBN;Book-Title;Book-Author;Year-Of-Publication;Image-URL-S;;;
312312628;Out of the Deep I Cry : A Clare Fergusson/Russ Van Alstyne Mystery;Julia Spencer-Fleming;2004;http://images.amazon.com/images/P/0312312628.01.THUMBZZZ.jpg;;;
446394521;Daisy Fay and the Miracle Man;Fannie Flagg;1992;http://images.amazon.com/images/P/0446394521.01.THUMBZZZ.jpg;;;
590021117;Little House On the Prairie;Laura Ingall Wilder;0;http://images.amazon.com/images/P/0590021117.01.THUMBZZZ.jpg;;;
068484267X;Angela's Ashes: A Memoir;Frank McCourt;1999;http://images.amazon.com/images/P/068484267X.01.THUMBZZZ.jpg;;;
553578693;The Next Accident;LISA GARDNER;2002;http://images.amazon.com/images/P/0553578693.01.THUMBZZZ.jpg;;;
380709260;Socks (Cleary Reissue);Beverly Cleary;1990;http://images.amazon.com/images/P/0380709260.01.THUMBZZZ.jpg;;;
807565288;The Pet Shop Mystery (Boxcar Children Special (Paper), No 7);Gertrude Chandler Warner;1996;http://images.amazon.com/images/P/0807565288.01.THUMBZZZ.jpg;;;
312986769;In the Bleak Midwinter (A Rev. Clare Ferguson Mystery);Julia Spencer-Fleming;2003;http://images.amazon.com/images/P/0312986769.01.THUMBZZZ.jpg;;;
345413377;The Amber Spyglass (His Dark Materials, Book 3);PHILIP PULLMAN;2001;http://images.amazon.com/images/P/0345413377.01.THUMBZZZ.jpg;;;
345413369;The Subtle Knife (His Dark Materials, Book 2);PHILIP PULLMAN;1998;http://images.amazon.com/images/P/0345413369.01.THUMBZZZ.jpg;;;
679893105;The Golden Compass (His Dark Materials, Book 1);PHILIP PULLMAN;1998;http://images.amazon.com/images/P/0679893105.01.THUMBZZZ.jpg;;;
61096091;Eyeshot;Lynn S. Hightower;1997;http://images.amazon.com/images/P/0061096091.01.THUMBZZZ.jpg;;;
345369068;If Ever I Return, Pretty Peggy-O;Sharyn McCrumb;1991;http://images.amazon.com/images/P/0345369068.01.THUMBZZZ.jpg;;;
451184718;The Rosewood Casket;Sharyn McCrumb;1997;http://images.amazon.com/images/P/0451184718.01.THUMBZZZ.jpg;;;
449209121;The Amazing Mrs. Pollifax;Dorothy Gilman;1992;http://images.amazon.com/images/P/0449209121.01.THUMBZZZ.jpg;;;
60938455;Fast Food Nation: The Dark Side of the All-American Meal;Eric Schlosser;2002;http://images.amazon.com/images/P/0060938455.01.THUMBZZZ.jpg;;;
080411952X;The Unsung Hero;Suzanne Brockmann;2000;http://images.amazon.com/images/P/080411952X.01.THUMBZZZ.jpg;;;
60575808;Two Princesses of Bamarre, The;Gail Carson Levine;2004;http://images.amazon.com/images/P/0060575808.01.THUMBZZZ.jpg;;;
60558865;Ella Enchanted (rack);Gail Carson Levine;2004;http://images.amazon.com/images/P/0060558865.01.THUMBZZZ.jpg;;;
767912918;Passing for Thin : Losing Half My Weight and Finding My Self;FRANCES KUFFEL;2004;http://images.amazon.com/images/P/0767912918.01.THUMBZZZ.jpg;;;
553298860;Bloodlines (Dog Lover's Mysteries);Susan Conant;1994;http://images.amazon.com/images/P/0553298860.01.THUMBZZZ.jpg;;;
385335679;Kissing in Manhattan;DAVID SCHICKLER;2002;http://images.amazon.com/images/P/0385335679.01.THUMBZZZ.jpg;;;
440122090;Echoes;Maeve Binchy;1989;http://images.amazon.com/images/P/0440122090.01.THUMBZZZ.jpg;;;
671525832;Someone to Watch Over Me : A Novel;Judith McNaught;2003;http://images.amazon.com/images/P/0671525832.01.THUMBZZZ.jpg;;;
553279572;The Toynbee Convector;Ray Bradbury;1989;http://images.amazon.com/images/P/0553279572.01.THUMBZZZ.jpg;;;
61009059;One for the Money (Stephanie Plum Novels (Paperback));Janet Evanovich;1995;http://images.amazon.com/images/P/0061009059.01.THUMBZZZ.jpg;;;
60930187;The Bell Jar : A Novel (Perennial Classics);Sylvia Plath;2000;http://images.amazon.com/images/P/0060930187.01.THUMBZZZ.jpg;;;
516076272;A polar bear called Pingo;Ilona Koidahl;1974;http://images.amazon.com/images/P/0516076272.01.THUMBZZZ.jpg;;;
679450432;Dark Lady;Richard North Patterson;1999;http://images.amazon.com/images/P/0679450432.01.THUMBZZZ.jpg;;;
821775863;The Future Scrolls;Fern Michaels;2003;http://images.amazon.com/images/P/0821775863.01.THUMBZZZ.jpg;;;
821770209;About Face;Fern Michaels;2003;http://images.amazon.com/images/P/0821770209.01.THUMBZZZ.jpg;;;
670855758;Tarot Says Beware (A Herculeah Jones Mystery);Betsy Byars;1995;http://images.amazon.com/images/P/0670855758.01.THUMBZZZ.jpg;;;
553562819;Globalhead;Bruce Sterling;1994;http://images.amazon.com/images/P/0553562819.01.THUMBZZZ.jpg;;;
446364193;Along Came a Spider (Alex Cross Novels);James Patterson;1993;http://images.amazon.com/images/P/0446364193.01.THUMBZZZ.jpg;;;
446519138;Simple Abundance:  A Daybook of Comfort and Joy;Sarah Ban Breathnach;1995;http://images.amazon.com/images/P/0446519138.01.THUMBZZZ.jpg;;;
425179672;The River King;Alice Hoffman;2001;http://images.amazon.com/images/P/0425179672.01.THUMBZZZ.jpg;;;
61042943;Final Appeal;Lisa Scottoline;1994;http://images.amazon.com/images/P/0061042943.01.THUMBZZZ.jpg;;;
399144463;Who Moved My Cheese? An Amazing Way to Deal with Change in Your Work and in Your Life;Spencer Johnson;1998;http://images.amazon.com/images/P/0399144463.01.THUMBZZZ.jpg;;;
965404560;Atonement;Ian McEwan;2002;http://images.amazon.com/images/P/0965404560.01.THUMBZZZ.jpg;;;
006015781X;Why Do Clocks Run Clockwise? and Other Imponderables: Mysteries of Everyday Life Explained;David Feldman;1987;http://images.amazon.com/images/P/006015781X.01.THUMBZZZ.jpg;;;
60930705;Someone to Watch Over Me : Stories;Richard Bausch;2000;http://images.amazon.com/images/P/0060930705.01.THUMBZZZ.jpg;;;
312206763;Stately Pursuits;Katie Fforde;1999;http://images.amazon.com/images/P/0312206763.01.THUMBZZZ.jpg;;;
316116025;The Pinball Effect: How Renaissance Water Gardens Made the Carburetor Possible-And Other Journeys Through Knowledge (Pinball Effect);James Burke;1996;http://images.amazon.com/images/P/0316116025.01.THUMBZZZ.jpg;;;
156013967;My Father, Dancing (Harvest Book);Bliss Broyard;2000;http://images.amazon.com/images/P/0156013967.01.THUMBZZZ.jpg;;;
385314019;Women on the Case;Sara Paretsky;1996;http://images.amazon.com/images/P/0385314019.01.THUMBZZZ.jpg;;;
743444167;New Cardiff;Charles Webb;2002;http://images.amazon.com/images/P/0743444167.01.THUMBZZZ.jpg;;;
618231617;Almost: A Novel;Elizabeth Benedict;2002;http://images.amazon.com/images/P/0618231617.01.THUMBZZZ.jpg;;;
1567920047;"A Tally of Types: With Additions by Several Hands ; And With a New Introduction by Mike Parker";Stanley Morison;1999;http://images.amazon.com/images/P/1567920047.01.THUMBZZZ.jpg;;;
811203220;Stand Still Like the Hummingbird;Henry Miller;1962;http://images.amazon.com/images/P/0811203220.01.THUMBZZZ.jpg;;;
1573229148;Crossing the Unknown Sea: Work As a Pilgrimage of Identity;David Whyte;2002;http://images.amazon.com/images/P/1573229148.01.THUMBZZZ.jpg;;;
787955671;The Future of Leadership: Today's Top Leadership Thinkers Speak to Tomorrow's Leaders;Warren  Bennis;2001;http://images.amazon.com/images/P/0787955671.01.THUMBZZZ.jpg;;;
425174484;Expecting Adam: A True Story of Birth, Rebirth, and Everyday Magic;Martha Beck;2000;http://images.amazon.com/images/P/0425174484.01.THUMBZZZ.jpg;;;
385496907;No Future Without Forgiveness;Desmond Mpilo Tutu;2000;http://images.amazon.com/images/P/0385496907.01.THUMBZZZ.jpg;;;
446523992;A Call to Conscience : The Landmark Speeches of Dr. Martin Luther King, Jr.;Kris Shepard;2001;http://images.amazon.com/images/P/0446523992.01.THUMBZZZ.jpg;;;
140185216;On the Road (Penguin 20th Century Classics);Jack Kerouac;1998;http://images.amazon.com/images/P/0140185216.01.THUMBZZZ.jpg;;;
684717255;I And Thou;Martin Buber;1971;http://images.amazon.com/images/P/0684717255.01.THUMBZZZ.jpg;;;
